vardas		pavarde		nd1	nd2	nd3	nd4	nd5	nd6	nd7	nd8	nd9	nd10	nd11	nd12	nd13	nd14	nd15	nd16	nd17	nd18	nd19	nd20	egzaminas	galutinis balas
vardas2367		pavarde2367		8	6	1	9	9	7	6	9	5	5	1	8	2	4	1	2	8	8	5	7	8		7.02
vardas2368		pavarde2368		5	4	5	5	1	3	3	2	5	2	3	8	5	5	9	7	8	9	7	10	7		6.32
vardas2369		pavarde2369		4	5	2	8	1	2	9	5	3	1	10	3	4	7	3	9	10	8	7	10	1		2.82
vardas2370		pavarde2370		9	6	10	8	7	5	10	8	7	9	5	9	2	1	8	10	2	7	3	4	2		3.8
vardas2371		pavarde2371		10	8	6	3	7	5	10	10	10	5	10	9	6	2	3	5	10	2	8	2	4		5.02
vardas2372		pavarde2372		9	9	3	4	1	10	1	7	2	10	7	10	4	2	3	10	3	7	2	3	5		5.14
vardas2373		pavarde2373		4	7	4	9	7	9	2	9	5	10	8	1	2	2	2	10	1	5	4	1	7		6.24
vardas2374		pavarde2374		3	7	9	7	9	4	3	8	9	9	8	2	8	1	1	2	10	7	3	1	4		4.62
vardas2375		pavarde2375		8	3	4	6	8	5	5	7	8	4	5	1	6	10	3	3	1	2	2	3	5		4.88
vardas2376		pavarde2376		4	8	5	6	4	2	4	10	7	9	8	2	7	8	2	2	4	10	4	5	1		2.82
vardas2377		pavarde2377		3	4	5	10	3	2	1	7	5	4	5	6	10	8	7	4	7	4	10	8	6		5.86
vardas2378		pavarde2378		2	1	2	10	2	8	4	1	4	4	6	2	2	5	9	7	4	7	10	6	8		6.72
vardas2379		pavarde2379		3	8	5	5	10	8	7	2	1	9	1	4	5	7	6	7	5	7	2	2	3		3.88
vardas2380		pavarde2380		7	6	9	9	6	10	5	4	3	4	5	4	4	10	8	8	3	8	7	6	7		6.72
vardas2381		pavarde2381		1	4	10	8	4	2	10	3	9	3	2	6	3	2	2	6	1	7	10	3	2		3.12
vardas2382		pavarde2382		6	7	3	3	5	10	6	7	1	8	5	8	3	8	6	6	9	10	3	2	9		7.72
vardas2383		pavarde2383		6	2	1	9	5	9	9	1	8	5	5	7	8	6	1	2	2	10	5	10	3		4.02
vardas2384		pavarde2384		3	7	5	4	4	10	5	8	7	7	8	2	1	2	3	10	10	6	3	10	1		2.9
vardas2385		pavarde2385		4	10	1	6	3	10	4	2	1	9	3	8	4	10	4	8	1	4	7	1	1		2.6
vardas2386		pavarde2386		9	4	3	7	1	5	8	5	1	8	10	3	4	4	6	9	7	7	3	8	10		8.24
vardas2387		pavarde2387		8	6	8	8	2	3	9	6	9	8	3	5	4	5	10	9	2	10	3	3	1		3.02
vardas2388		pavarde2388		3	1	10	5	5	5	4	4	6	3	3	9	5	6	8	9	1	7	1	4	5		4.98
vardas2389		pavarde2389		6	4	6	7	3	5	8	5	3	4	9	4	2	1	10	3	10	10	9	8	6		5.94
vardas2390		pavarde2390		9	10	5	6	7	2	8	10	7	10	4	9	1	3	10	8	10	10	8	3	10		8.8
vardas2391		pavarde2391		5	8	5	6	8	3	2	5	5	2	3	5	6	8	10	7	7	10	10	9	5		5.48
vardas2392		pavarde2392		5	1	7	6	8	1	8	7	9	9	7	5	9	4	6	4	3	9	7	4	1		2.98
vardas2393		pavarde2393		8	1	4	8	2	10	8	1	10	7	3	7	2	10	7	1	9	4	5	6	4		4.66
vardas2394		pavarde2394		7	9	5	2	9	4	4	9	6	6	3	8	5	10	2	10	7	5	5	5	8		7.22
vardas2395		pavarde2395		3	5	3	1	5	6	7	9	10	10	9	2	5	9	1	6	7	1	4	9	10		8.24
vardas2396		pavarde2396		7	1	6	3	9	6	6	10	10	7	3	10	7	10	10	10	1	3	7	3	2		3.78
vardas2397		pavarde2397		2	1	4	4	2	7	9	2	6	4	6	2	3	3	2	4	8	1	4	7	3		3.42
vardas2398		pavarde2398		10	7	5	8	10	9	3	4	4	9	4	1	6	10	9	3	1	4	7	9	9		7.86
vardas2399		pavarde2399		6	8	7	10	5	10	4	9	5	6	1	10	9	8	10	8	1	4	8	5	7		6.88
vardas2400		pavarde2400		8	7	8	8	5	6	4	1	5	10	9	10	8	5	6	6	10	6	1	4	10		8.54
vardas2401		pavarde2401		9	6	6	6	6	1	7	9	1	5	2	6	7	5	10	5	3	10	5	5	3		4.08
vardas2402		pavarde2402		6	9	2	2	1	10	1	6	5	3	3	5	7	4	10	10	8	10	3	1	7		6.32
vardas2403		pavarde2403		10	6	3	10	1	6	6	10	1	3	2	6	10	8	7	2	8	9	3	8	8		7.18
vardas2404		pavarde2404		8	6	6	10	7	6	9	4	7	5	2	4	7	5	2	4	8	9	5	1	8		7.1
vardas2405		pavarde2405		10	5	9	6	5	8	2	3	2	5	3	2	7	8	4	5	9	3	3	3	9		7.44
vardas2406		pavarde2406		10	5	7	6	1	3	10	2	10	10	3	8	8	7	9	4	10	10	1	8	6		6.24
vardas2407		pavarde2407		7	9	3	2	7	8	10	6	2	1	6	5	8	5	10	7	9	6	2	5	7		6.56
vardas2408		pavarde2408		4	4	8	8	5	2	9	10	2	3	5	6	2	3	2	4	3	5	5	1	8		6.62
vardas2409		pavarde2409		10	1	1	5	6	1	4	1	9	10	10	7	10	10	6	8	5	9	10	6	8		7.38
vardas2410		pavarde2410		7	5	2	3	9	10	1	3	2	3	4	8	5	4	4	7	10	9	7	7	6		5.8
vardas2411		pavarde2411		7	9	1	2	9	8	8	2	5	9	8	10	7	10	9	9	4	4	4	6	3		4.42
vardas2412		pavarde2412		4	5	3	1	7	7	8	5	1	7	7	2	9	3	10	4	9	5	5	5	9		7.54
vardas2413		pavarde2413		10	8	7	6	10	1	10	4	5	1	7	6	1	2	7	10	1	2	8	2	8		6.96
vardas2414		pavarde2414		7	4	7	6	10	6	6	4	4	9	3	9	6	5	3	3	7	7	2	5	9		7.66
vardas2415		pavarde2415		2	9	4	3	3	4	10	5	10	10	1	8	2	3	6	9	3	4	9	4	2		3.38
vardas2416		pavarde2416		2	8	8	1	2	3	3	10	9	6	3	7	4	7	5	9	4	7	2	2	10		8.04
vardas2417		pavarde2417		9	1	5	8	3	6	9	4	9	7	8	9	7	10	8	3	8	4	1	6	5		5.5
vardas2418		pavarde2418		9	1	2	9	4	2	6	7	2	10	8	6	8	4	5	4	10	6	5	4	9		7.64
vardas2419		pavarde2419		10	6	8	10	6	3	3	7	5	5	5	9	10	7	1	4	7	3	10	5	10		8.48
vardas2420		pavarde2420		2	1	3	8	5	8	5	2	2	1	9	8	7	1	8	1	9	4	5	4	10		7.86
vardas2421		pavarde2421		8	5	9	4	10	4	2	8	3	1	8	6	5	10	3	6	1	2	2	3	4		4.4
vardas2422		pavarde2422		3	9	5	9	8	10	10	3	1	8	7	5	9	6	2	2	8	7	6	6	2		3.68
vardas2423		pavarde2423		5	1	9	7	6	4	2	3	3	10	6	9	2	1	9	2	8	1	4	9	9		7.42
vardas2424		pavarde2424		6	8	9	6	7	9	5	5	9	9	5	6	1	2	2	2	1	8	1	4	9		7.5
vardas2425		pavarde2425		4	1	2	10	9	9	10	8	8	5	4	10	3	7	5	5	6	9	9	3	7		6.74
vardas2426		pavarde2426		1	1	4	4	4	10	3	1	4	3	6	5	6	1	1	6	10	4	2	6	3		3.44
vardas2427		pavarde2427		6	7	4	5	5	7	6	3	1	6	9	2	9	3	2	9	9	7	6	4	1		2.8
vardas2428		pavarde2428		6	2	4	3	10	7	2	5	9	5	10	5	5	2	7	6	10	8	6	4	1		2.92
vardas2429		pavarde2429		4	6	1	3	6	2	6	5	4	9	4	10	2	6	10	3	5	9	3	9	3		3.94
vardas2430		pavarde2430		1	3	2	1	5	9	10	4	2	3	10	5	4	2	8	3	9	5	6	5	9		7.34
vardas2431		pavarde2431		3	1	10	2	7	3	8	8	10	3	1	10	9	7	9	3	4	5	3	10	9		7.72
vardas2432		pavarde2432		7	6	10	5	5	9	3	4	1	9	8	6	7	5	8	5	10	8	2	9	3		4.34
vardas2433		pavarde2433		7	7	4	2	7	8	4	9	9	8	10	10	1	7	8	7	2	6	4	5	1		3.1
vardas2434		pavarde2434		2	9	2	8	7	7	2	1	4	2	7	7	7	6	1	3	5	1	5	2	10		7.76
vardas2435		pavarde2435		7	3	9	7	8	6	1	2	7	9	2	6	6	6	9	10	6	6	7	3	10		8.4
vardas2436		pavarde2436		9	9	3	7	3	6	8	4	7	4	9	5	6	7	8	1	7	3	2	1	5		5.18
vardas2437		pavarde2437		1	4	5	8	6	9	7	7	4	8	2	9	1	5	5	8	7	1	3	4	7		6.28
vardas2438		pavarde2438		10	10	6	1	5	8	5	4	3	3	5	4	9	6	10	4	10	1	2	6	9		7.64
vardas2439		pavarde2439		10	2	7	8	9	6	5	8	10	3	5	10	2	2	1	4	8	3	5	3	7		6.42
vardas2440		pavarde2440		1	5	4	3	9	5	10	7	10	4	5	3	8	10	3	6	10	6	5	4	7		6.56
vardas2441		pavarde2441		7	8	2	3	3	5	10	10	7	7	4	4	1	5	6	5	3	1	3	3	9		7.34
vardas2442		pavarde2442		3	6	2	10	1	4	4	1	8	3	9	8	3	2	2	7	5	1	4	5	6		5.36
vardas2443		pavarde2443		7	1	1	7	9	6	10	10	6	7	5	4	10	6	10	5	4	7	1	1	3		4.14
vardas2444		pavarde2444		7	4	7	8	9	8	6	5	10	4	5	6	5	3	9	7	7	4	4	1	7		6.58
vardas2445		pavarde2445		1	1	4	1	3	6	7	10	9	7	10	4	7	5	7	4	9	9	10	2	6		5.92
vardas2446		pavarde2446		9	8	7	5	10	1	6	2	2	9	1	6	3	1	9	6	10	6	9	8	9		7.76
vardas2447		pavarde2447		7	9	4	2	2	3	9	1	9	6	1	4	7	8	8	10	3	8	1	6	1		2.76
vardas2448		pavarde2448		8	4	10	4	7	9	5	3	5	7	6	2	4	2	4	1	1	6	1	6	4		4.3
vardas2449		pavarde2449		10	2	6	1	1	10	8	2	8	2	4	8	3	5	4	1	9	7	6	6	3		3.86
vardas2450		pavarde2450		9	2	2	1	9	8	6	7	4	8	9	8	3	8	4	5	1	5	1	7	10		8.14
vardas2451		pavarde2451		4	8	1	6	2	8	2	10	2	5	7	4	10	9	4	10	3	8	10	10	5		5.46
vardas2452		pavarde2452		10	7	7	7	6	5	10	8	5	3	10	3	4	7	10	1	10	8	8	5	9		8.08
vardas2453		pavarde2453		4	8	8	5	8	10	7	5	1	9	3	2	8	6	2	7	5	3	4	9	10		8.28
vardas2454		pavarde2454		1	1	7	4	2	10	4	5	1	5	7	9	4	6	2	6	9	4	5	6	7		6.16
vardas2455		pavarde2455		9	3	7	4	9	3	6	3	4	4	8	8	1	2	1	3	3	9	3	1	5		4.82
vardas2456		pavarde2456		8	5	1	1	10	1	5	3	6	10	2	9	2	9	9	5	3	7	7	1	5		5.08
vardas2457		pavarde2457		4	3	1	8	1	2	7	10	4	1	4	1	9	4	10	6	6	5	4	9	1		2.58
vardas2458		pavarde2458		3	9	5	6	1	10	4	9	2	5	6	7	10	5	3	5	4	8	6	8	2		3.52
vardas2459		pavarde2459		7	4	3	4	3	9	4	10	7	7	1	6	2	8	3	5	6	8	4	8	4		4.58
vardas2460		pavarde2460		10	6	6	7	4	5	3	10	3	6	4	8	4	6	10	3	1	7	1	7	5		5.22
vardas2461		pavarde2461		5	2	9	6	6	3	4	3	1	6	5	9	2	10	7	1	5	9	9	2	5		5.08
vardas2462		pavarde2462		10	7	9	10	10	10	3	2	5	9	10	4	1	5	2	10	8	3	1	8	2		3.74
vardas2463		pavarde2463		9	4	2	10	3	7	8	7	3	7	9	8	6	3	3	7	1	3	10	8	3		4.16
vardas2464		pavarde2464		2	1	3	4	4	1	9	9	7	8	6	7	5	5	6	3	5	9	9	1	9		7.48
vardas2465		pavarde2465		9	10	4	3	7	5	10	2	1	1	2	6	3	6	8	7	8	3	9	6	5		5.2
vardas2466		pavarde2466		9	3	2	5	10	4	1	5	7	3	10	7	7	4	2	10	2	9	1	3	9		7.48
vardas2467		pavarde2467		1	6	10	10	1	8	10	4	5	5	1	2	1	6	10	1	10	1	6	6	3		3.88
vardas2468		pavarde2468		6	9	2	1	4	6	8	9	2	5	6	1	10	3	1	7	10	10	7	6	5		5.26
vardas2469		pavarde2469		5	6	1	7	1	10	9	3	9	2	4	8	4	2	6	5	1	2	4	1	9		7.2
vardas2470		pavarde2470		5	2	8	3	1	1	1	10	1	2	3	5	10	6	6	1	8	5	8	10	9		7.32
vardas2471		pavarde2471		1	8	7	6	9	2	1	8	9	6	1	6	7	1	5	7	7	6	10	7	7		6.48
vardas2472		pavarde2472		5	6	10	9	2	1	1	5	9	9	10	1	1	6	2	3	3	4	3	2	7		6.04
vardas2473		pavarde2473		2	4	6	1	1	4	4	4	10	7	5	10	8	5	9	5	8	3	4	4	5		5.08
vardas2474		pavarde2474		1	4	9	9	10	10	5	2	9	10	3	9	3	10	9	2	10	2	9	10	4		5.12
vardas2475		pavarde2475		6	4	4	7	1	7	3	1	6	2	6	8	1	10	3	1	6	10	1	8	2		3.1
vardas2476		pavarde2476		7	6	7	2	5	4	7	4	9	1	1	4	2	5	7	7	5	2	6	4	2		3.1
vardas2477		pavarde2477		1	5	7	8	8	7	7	6	10	7	3	9	8	6	10	6	8	5	7	10	6		6.36
vardas2478		pavarde2478		1	4	5	2	2	4	2	2	2	1	9	3	1	6	3	9	8	7	1	6	6		5.16
vardas2479		pavarde2479		3	7	9	8	10	1	2	7	6	9	8	2	5	5	8	5	4	9	10	2	5		5.4
vardas2480		pavarde2480		5	8	10	9	2	2	1	9	9	5	6	6	9	8	5	1	7	1	5	5	5		5.26
vardas2481		pavarde2481		3	7	1	10	10	6	5	5	2	8	8	10	7	1	5	2	7	9	8	10	1		3.08
vardas2482		pavarde2482		1	2	5	8	1	9	5	2	2	9	7	10	2	3	2	2	8	9	9	9	7		6.3
vardas2483		pavarde2483		7	9	9	2	8	9	9	7	4	9	2	2	2	7	10	5	8	9	5	4	10		8.54
vardas2484		pavarde2484		7	8	10	9	2	4	7	9	8	3	3	7	4	1	8	8	1	4	4	2	2		3.38
vardas2485		pavarde2485		2	3	9	4	6	2	7	2	8	10	10	3	1	6	8	2	3	6	2	3	9		7.34
vardas2486		pavarde2486		10	4	8	5	1	10	1	2	1	4	7	4	3	7	8	2	2	10	6	8	7		6.26
vardas2487		pavarde2487		1	5	8	10	4	9	2	9	8	2	8	8	8	3	8	6	9	9	3	8	9		7.96
vardas2488		pavarde2488		7	10	9	8	10	8	10	9	5	4	3	1	9	9	4	3	7	6	8	6	7		6.92
vardas2489		pavarde2489		4	7	3	9	6	1	6	8	7	1	4	8	4	1	1	6	5	5	10	9	6		5.7
vardas2490		pavarde2490		9	4	4	5	7	7	10	9	1	1	10	10	7	6	7	8	6	4	7	7	10		8.58
vardas2491		pavarde2491		1	2	2	7	9	2	9	4	5	5	9	10	1	3	4	9	9	10	8	8	10		8.34
vardas2492		pavarde2492		9	6	10	8	4	6	5	8	9	8	4	7	6	9	9	5	9	6	4	1	7		6.86
vardas2493		pavarde2493		3	2	8	5	2	10	2	10	3	6	5	8	3	4	3	5	2	9	6	3	5		4.98
vardas2494		pavarde2494		10	6	8	1	7	10	2	3	6	7	3	3	7	6	2	8	7	8	7	7	5		5.36
vardas2495		pavarde2495		4	4	2	10	5	2	2	9	4	6	8	3	7	2	7	4	3	8	7	6	5		5.06
vardas2496		pavarde2496		4	2	8	2	1	6	3	10	8	10	4	3	8	10	2	8	5	1	10	8	3		4.06
vardas2497		pavarde2497		2	10	3	2	2	8	9	7	4	9	7	7	2	7	7	7	10	4	2	2	6		5.82
vardas2498		pavarde2498		1	7	6	2	5	1	2	9	10	10	7	4	6	10	7	1	5	3	5	4	8		6.9
vardas2499		pavarde2499		4	5	10	8	10	2	2	8	8	10	1	3	7	9	5	8	9	9	7	3	2		3.76
vardas2500		pavarde2500		6	1	8	8	6	8	1	4	4	2	5	7	6	4	2	9	10	4	3	7	7		6.3
vardas2501		pavarde2501		5	3	3	1	3	10	10	4	6	6	8	7	4	5	10	8	2	4	2	6	2		3.34
vardas2502		pavarde2502		7	2	1	9	7	3	5	4	10	8	4	6	6	7	2	2	1	10	8	5	4		4.54
vardas2503		pavarde2503		8	8	4	10	5	9	10	3	5	10	1	9	9	4	10	7	8	3	10	8	2		4.02
vardas2504		pavarde2504		1	1	7	2	4	7	2	1	5	2	1	3	2	6	8	8	2	10	3	10	3		3.5
vardas2505		pavarde2505		4	10	9	1	2	8	7	9	1	1	7	2	10	3	2	6	8	8	3	1	2		3.24
vardas2506		pavarde2506		1	4	3	5	7	10	1	6	2	3	6	9	1	9	9	7	9	10	2	5	4		4.58
vardas2507		pavarde2507		3	8	6	1	6	1	8	1	7	2	10	1	9	6	6	5	6	1	3	8	1		2.56
vardas2508		pavarde2508		8	6	8	4	6	1	6	10	5	7	10	4	3	6	6	2	2	9	7	10	8		7.2
vardas2509		pavarde2509		4	2	7	4	3	1	6	1	3	6	5	1	3	1	4	4	9	4	4	8	6		5.2
vardas2510		pavarde2510		4	6	9	9	2	3	9	1	10	8	3	5	1	7	1	2	7	1	7	1	4		4.32
vardas2511		pavarde2511		8	5	5	2	7	9	1	6	8	10	7	3	6	3	5	8	7	10	4	1	7		6.5
vardas2512		pavarde2512		1	8	2	3	1	1	4	3	9	8	5	1	1	1	5	6	10	8	3	4	4		4.08
vardas2513		pavarde2513		2	4	4	5	7	1	3	8	4	9	9	4	4	2	10	1	4	8	1	1	1		2.42
vardas2514		pavarde2514		6	10	5	5	3	8	1	10	5	2	4	2	3	9	1	7	7	5	10	5	4		4.56
vardas2515		pavarde2515		3	1	2	10	3	1	9	3	6	3	4	2	5	3	6	7	10	3	5	4	10		7.8
vardas2516		pavarde2516		8	10	7	1	9	5	9	5	9	5	2	6	2	9	6	6	1	8	5	3	9		7.72
vardas2517		pavarde2517		6	1	8	5	10	5	6	8	10	8	10	9	5	2	1	4	6	7	9	4	1		3.08
vardas2518		pavarde2518		7	4	8	3	1	4	9	1	3	1	1	7	1	9	2	8	6	7	7	7	1		2.52
vardas2519		pavarde2519		9	4	9	5	6	3	8	2	4	7	5	10	10	3	2	2	2	3	6	2	2		3.24
vardas2520		pavarde2520		1	2	3	8	5	5	6	6	10	2	10	1	7	6	6	8	6	10	10	7	7		6.58
vardas2521		pavarde2521		2	2	10	6	10	1	2	1	7	9	6	4	5	9	8	3	3	6	10	6	6		5.8
vardas2522		pavarde2522		6	2	6	7	7	5	4	2	4	9	7	2	2	6	2	6	9	4	4	10	4		4.48
vardas2523		pavarde2523		2	2	3	7	2	4	3	10	2	1	10	9	8	5	7	7	4	9	7	1	5		5.06
vardas2524		pavarde2524		5	4	1	7	5	7	6	10	6	3	5	4	6	2	6	3	9	4	7	8	10		8.16
vardas2525		pavarde2525		6	10	3	6	2	7	8	10	6	5	5	8	5	6	1	7	6	10	6	4	8		7.22
vardas2526		pavarde2526		6	9	1	4	4	9	8	1	8	8	9	9	2	2	3	6	1	9	5	9	7		6.46
vardas2527		pavarde2527		6	3	9	10	4	10	10	4	6	1	5	6	1	1	5	3	10	10	5	9	8		7.16
vardas2528		pavarde2528		1	1	8	4	3	4	8	9	10	1	2	10	10	3	8	4	1	7	10	4	9		7.56
vardas2529		pavarde2529		7	9	8	9	5	2	9	8	9	7	3	2	5	7	10	9	9	6	5	2	8		7.42
vardas2530		pavarde2530		1	6	9	9	1	5	4	7	9	6	7	1	5	1	7	4	8	10	5	2	2		3.34
vardas2531		pavarde2531		5	5	6	2	9	2	3	5	5	1	10	7	6	9	6	8	9	4	8	6	6		5.92
vardas2532		pavarde2532		10	4	6	6	1	7	7	4	3	10	9	10	10	5	6	7	5	4	7	3	3		4.28
vardas2533		pavarde2533		6	4	4	8	5	2	7	8	9	1	6	6	10	4	6	5	3	3	10	2	6		5.78
vardas2534		pavarde2534		5	1	10	6	6	6	2	6	9	6	5	6	10	10	10	4	1	6	3	2	6		5.88
vardas2535		pavarde2535		1	4	10	9	10	3	9	6	6	6	7	4	7	7	3	1	6	9	9	6	9		7.86
vardas2536		pavarde2536		4	10	1	3	2	1	8	8	3	8	1	2	4	9	4	6	3	3	2	7	1		2.38
vardas2537		pavarde2537		7	10	6	1	3	4	1	10	4	9	10	2	5	1	1	9	3	3	7	2	7		6.16
vardas2538		pavarde2538		4	3	4	7	8	3	3	3	7	5	7	7	6	1	7	8	6	6	3	5	2		3.26
vardas2539		pavarde2539		10	7	1	8	6	9	9	4	4	9	4	2	9	7	3	6	2	4	7	2	1		2.86
vardas2540		pavarde2540		10	10	1	1	5	8	9	10	10	5	6	9	7	4	8	5	6	8	10	3	5		5.7
vardas2541		pavarde2541		9	9	1	8	7	9	10	6	8	7	8	1	4	4	10	1	9	8	3	5	4		4.94
vardas2542		pavarde2542		9	6	9	7	6	4	7	2	10	1	5	2	10	2	8	1	4	8	3	2	9		7.52
vardas2543		pavarde2543		3	4	2	7	9	6	4	9	3	1	4	2	9	9	1	3	3	8	4	6	8		6.74
vardas2544		pavarde2544		5	3	1	3	8	2	10	3	2	9	6	9	3	1	6	4	9	7	4	3	5		4.96
vardas2545		pavarde2545		6	8	10	5	9	8	6	10	10	1	4	6	6	2	4	7	2	2	8	1	3		4.1
vardas2546		pavarde2546		6	7	10	9	5	9	9	5	10	10	9	7	6	10	7	5	1	7	7	2	8		7.62
vardas2547		pavarde2547		7	8	9	2	3	9	8	1	6	8	6	4	4	5	9	8	4	10	3	5	4		4.78
vardas2548		pavarde2548		1	10	7	5	9	7	6	10	2	1	7	1	6	6	9	8	2	3	3	8	7		6.42
vardas2549		pavarde2549		10	8	5	10	7	4	3	2	8	9	10	5	5	9	10	2	8	3	8	9	6		6.3
vardas2550		pavarde2550		9	4	5	1	3	5	2	6	3	1	3	10	9	5	9	3	10	5	1	3	8		6.74
vardas2551		pavarde2551		7	6	9	6	3	7	6	10	8	6	3	7	3	1	6	4	4	5	4	2	2		3.34
vardas2552		pavarde2552		8	1	2	5	6	2	10	4	2	3	10	2	6	9	1	8	6	6	3	3	6		5.54
vardas2553		pavarde2553		9	6	7	7	4	6	5	7	10	4	8	2	9	6	3	7	7	3	4	6	7		6.6
vardas2554		pavarde2554		1	9	4	8	8	10	9	6	10	5	7	3	7	9	8	4	1	8	5	7	9		7.98
vardas2555		pavarde2555		9	10	3	2	9	10	6	2	4	6	5	7	3	1	9	4	10	1	6	3	3		4
vardas2556		pavarde2556		5	1	5	9	8	4	4	6	2	10	10	9	6	6	7	4	6	6	6	9	7		6.66
vardas2557		pavarde2557		9	8	4	1	5	2	6	9	4	10	5	2	10	4	3	1	6	5	6	1	6		5.62
vardas2558		pavarde2558		8	9	7	6	5	1	3	5	10	6	2	1	9	9	6	10	6	8	5	7	4		4.86
vardas2559		pavarde2559		10	1	5	6	3	7	5	8	7	8	4	5	3	9	6	8	1	9	5	10	6		6
vardas2560		pavarde2560		2	8	6	2	2	6	8	9	2	9	7	6	3	1	7	3	3	1	1	7	10		7.86
vardas2561		pavarde2561		3	2	9	5	2	1	1	10	6	9	9	1	4	10	3	3	4	4	10	4	6		5.6
vardas2562		pavarde2562		10	5	1	6	6	8	6	1	1	8	10	2	4	9	5	2	4	6	3	6	6		5.66
vardas2563		pavarde2563		8	6	2	10	6	4	10	1	3	2	3	1	10	8	5	3	1	5	3	9	4		4.4
vardas2564		pavarde2564		10	10	8	1	2	6	5	1	3	1	1	1	2	2	9	10	7	8	4	4	7		6.1
vardas2565		pavarde2565		2	10	7	3	6	2	3	4	3	9	1	2	7	10	7	1	5	10	1	1	5		4.88
vardas2566		pavarde2566		2	5	10	9	7	3	2	4	3	10	1	7	1	5	10	8	9	9	4	4	3		4.06
vardas2567		pavarde2567		6	3	4	9	8	8	7	2	3	1	3	3	6	3	2	8	10	3	6	3	10		7.96
vardas2568		pavarde2568		1	1	3	5	4	7	10	2	7	6	10	3	9	4	10	10	5	5	6	2	6		5.8
vardas2569		pavarde2569		2	6	1	9	10	5	2	2	9	3	7	10	5	10	7	7	7	1	10	1	3		4.08
vardas2570		pavarde2570		8	1	8	1	7	10	2	6	1	10	3	4	9	5	7	2	4	7	5	3	7		6.26
vardas2571		pavarde2571		4	3	6	6	1	7	6	6	9	1	7	4	7	2	7	5	6	4	1	10	1		2.64
vardas2572		pavarde2572		2	10	4	8	7	3	2	6	3	9	1	4	7	4	10	10	9	6	3	3	4		4.62
vardas2573		pavarde2573		8	8	7	7	1	3	1	5	7	10	4	6	3	8	10	4	6	3	2	4	10		8.14
vardas2574		pavarde2574		1	3	6	2	2	5	5	7	1	5	1	1	8	3	3	10	2	9	10	1	8		6.5
vardas2575		pavarde2575		7	4	4	4	2	10	7	2	10	3	5	7	4	5	10	8	6	6	2	1	5		5.14
vardas2576		pavarde2576		7	7	7	5	10	4	4	6	3	8	3	1	7	7	3	6	1	4	5	9	5		5.14
vardas2577		pavarde2577		3	9	9	1	1	9	2	8	1	2	5	7	7	6	10	6	2	3	8	5	10		8.08
vardas2578		pavarde2578		7	7	9	10	2	1	3	2	5	3	9	3	7	8	4	3	9	7	5	10	5		5.28
vardas2579		pavarde2579		9	9	3	1	9	6	5	5	10	9	4	2	9	8	10	8	4	2	7	5	5		5.5
vardas2580		pavarde2580		5	2	6	1	4	6	9	3	5	1	7	4	1	4	8	1	10	4	7	9	7		6.14
vardas2581		pavarde2581		6	3	7	6	4	1	7	4	8	7	10	3	3	9	6	8	2	1	10	1	7		6.32
vardas2582		pavarde2582		7	6	5	8	3	5	5	10	6	9	9	10	7	7	10	9	3	3	1	8	7		6.82
vardas2583		pavarde2583		6	10	9	9	5	7	8	7	3	4	7	9	5	10	2	1	4	1	6	4	9		7.74
vardas2584		pavarde2584		9	2	8	2	5	2	10	6	4	5	8	6	5	4	10	5	4	3	10	10	9		7.76
vardas2585		pavarde2585		9	2	3	5	10	1	8	3	4	8	5	10	3	5	2	1	8	8	6	6	5		5.14
vardas2586		pavarde2586		1	8	7	1	3	10	5	3	1	7	6	2	1	9	2	6	9	7	3	1	3		3.64
vardas2587		pavarde2587		10	5	5	1	6	6	9	6	2	10	3	5	5	7	5	5	1	5	2	1	2		3.18
vardas2588		pavarde2588		5	6	8	5	1	5	9	6	2	7	9	7	3	6	7	9	7	1	4	8	6		5.9
vardas2589		pavarde2589		2	4	5	9	7	1	9	5	5	10	3	6	2	8	4	8	8	1	4	5	7		6.32
vardas2590		pavarde2590		2	4	5	10	7	1	4	10	10	5	8	6	9	2	10	5	1	6	8	2	6		5.9
vardas2591		pavarde2591		6	3	5	6	8	7	3	3	8	8	9	5	3	6	4	10	1	10	9	3	6		5.94
vardas2592		pavarde2592		4	3	5	9	5	8	2	2	3	2	9	6	1	5	8	6	10	5	10	2	9		7.5
vardas2593		pavarde2593		10	4	9	7	6	2	2	4	7	1	6	10	1	5	4	3	4	2	3	2	4		4.24
vardas2594		pavarde2594		6	3	6	1	7	8	7	1	5	2	2	8	10	4	6	9	7	10	7	10	6		5.98
vardas2595		pavarde2595		8	4	1	1	4	9	10	4	4	10	3	6	9	2	9	7	2	1	7	3	10		8.08
vardas2596		pavarde2596		9	1	6	5	3	7	1	8	10	8	3	7	10	7	2	1	7	3	3	8	2		3.38
vardas2597		pavarde2597		7	10	3	6	3	3	7	3	7	2	9	9	10	3	7	8	7	1	5	2	8		7.04
vardas2598		pavarde2598		8	7	8	1	6	10	3	5	7	9	7	1	5	5	9	5	5	7	4	5	1		2.94
vardas2599		pavarde2599		3	3	3	9	5	7	3	10	4	5	5	6	4	6	9	6	4	5	9	3	1		2.78
vardas2600		pavarde2600		5	8	1	2	1	4	2	3	4	2	6	3	6	1	9	7	9	1	6	1	6		5.22
vardas2601		pavarde2601		10	8	7	3	2	10	6	3	8	4	7	8	8	4	6	8	9	5	3	7	1		3.12
